mac1;mac2;similaridade
70:56:81:08:81:99;7c:c5:37:09:86:03;0.387981
70:56:81:08:81:99;00:c6:10:01:32:58;0.371281
70:56:81:08:81:99;64:b9:e8:08:12:38;0.695839
70:56:81:08:81:99;04:0c:ce:01:46:35;0.682665
70:56:81:08:81:99;70:56:81:08:80:04;0.371281
70:56:81:08:81:99;70:73:cb:08:86:73;0.511957
70:56:81:08:81:99;b8:c7:5d:12:68:56;0.511957
b4:07:f9:12:42:95;7c:c5:37:09:86:03;0.368759
b4:07:f9:12:42:95;70:73:cb:08:86:73;0.368759
28:e0:2c:04:34:97;58:1f:aa:06:89:86;0.505502
28:e0:2c:04:34:97;7c:c5:37:09:84:03;0.379316
28:e0:2c:04:34:97;70:73:cb:08:88:79;0.478948
28:e0:2c:04:34:97;14:5a:05:02:59:47;0.364826
28:e0:2c:04:34:97;24:ab:81:04:00:67;0.500770
28:e0:2c:04:34:97;88:c6:63:10:46:86;0.624357
28:e0:2c:04:34:97;d8:9e:3f:14:27:36;0.596381
28:e0:2c:04:34:97;58:b0:35:07:05:88;0.537049
28:e0:2c:04:34:97;70:56:81:08:83:79;0.379316
28:e0:2c:04:34:97;84:85:06:10:21:73;0.396373
28:e0:2c:04:34:97;40:a6:d9:05:55:81;0.354973
28:e0:2c:04:34:97;60:33:4b:07:73:70;0.359705
28:e0:2c:04:34:97;70:73:cb:08:89:57;0.505502
28:e0:2c:04:34:97;18:e7:f4:03:45:73;0.376794
28:e0:2c:04:34:97;98:d6:bb:11:46:72;0.659953
28:e0:2c:04:34:97;88:c6:63:10:47:19;0.362304
28:e0:2c:04:34:97;f0:b4:79:15:53:89;0.500770
28:e0:2c:04:34:97;28:37:37:04:09:35;0.364826
28:e0:2c:04:34:97;14:8f:c6:02:79:30;0.533654
28:e0:2c:04:34:97;08:d4:2b:01:95:46;0.505502
28:e0:2c:04:34:97;7c:c5:37:09:86:03;0.502980
28:e0:2c:04:34:97;64:b9:e8:08:12:38;0.500770
28:e0:2c:04:34:97;18:e7:f4:03:46:23;0.395689
28:e0:2c:04:34:97;04:0c:ce:01:46:35;0.379316
28:e0:2c:04:34:97;70:73:cb:08:86:73;0.626956
28:e0:2c:04:34:97;14:5a:05:02:55:92;0.414799
28:e0:2c:04:34:97;b8:c7:5d:12:68:56;0.505502
58:1f:aa:06:89:86;7c:c5:37:09:84:03;0.515725
58:1f:aa:06:89:86;70:73:cb:08:88:79;0.535348
58:1f:aa:06:89:86;d8:a2:5e:14:32:75;0.385264
58:1f:aa:06:89:86;14:5a:05:02:59:47;0.636716
58:1f:aa:06:89:86;24:ab:81:04:00:67;0.379316
58:1f:aa:06:89:86;40:d3:2d:05:78:50;0.552905
58:1f:aa:06:89:86;88:c6:63:10:46:86;0.641911
58:1f:aa:06:89:86;58:b0:35:07:05:88;0.525940
58:1f:aa:06:89:86;70:56:81:08:83:79;0.379316
58:1f:aa:06:89:86;60:33:4b:07:73:70;0.366117
58:1f:aa:06:89:86;70:73:cb:08:89:57;0.660711
58:1f:aa:06:89:86;98:d6:bb:11:46:72;0.699592
58:1f:aa:06:89:86;88:c6:63:10:47:19;0.692767
58:1f:aa:06:89:86;f0:b4:79:15:53:89;0.525940
58:1f:aa:06:89:86;28:37:37:04:09:35;0.645301
58:1f:aa:06:89:86;7c:11:be:09:66:19;0.366117
58:1f:aa:06:89:86;f8:1e:df:16:14:21;0.377259
58:1f:aa:06:89:86;f4:0b:93:15:94:28;0.502525
58:1f:aa:06:89:86;14:8f:c6:02:79:30;0.397697
58:1f:aa:06:89:86;08:d4:2b:01:95:46;0.652126
58:1f:aa:06:89:86;7c:c5:37:09:86:03;0.643201
58:1f:aa:06:89:86;00:c6:10:01:32:58;0.385264
58:1f:aa:06:89:86;40:a6:d9:05:54:51;0.713205
58:1f:aa:06:89:86;64:b9:e8:08:12:38;0.640991
58:1f:aa:06:89:86;04:0c:ce:01:46:35;0.833790
58:1f:aa:06:89:86;70:56:81:08:80:04;0.565290
58:1f:aa:06:89:86;3c:e0:72:05:41:17;0.410549
58:1f:aa:06:89:86;70:73:cb:08:86:73;0.652126
58:1f:aa:06:89:86;b8:c7:5d:12:68:56;1.093827
70:56:81:08:80:68;90:18:7c:10:76:61;0.366100
70:56:81:08:80:68;14:5a:05:02:59:47;0.393121
70:56:81:08:80:68;60:33:4b:07:73:70;0.499867
70:56:81:08:80:68;1c:69:a5:03:55:79;0.381071
70:56:81:08:80:68;d4:20:6d:13:89:54;0.381071
70:56:81:08:80:68;18:9e:fc:03:32:05;0.381071
70:56:81:08:80:68;1c:b0:94:03:61:12;0.381071
70:56:81:08:80:68;bc:52:b7:12:97:35;0.381071
70:56:81:08:80:68;7c:11:be:09:66:19;0.381071
70:56:81:08:80:68;00:c6:10:01:32:58;0.381071
70:56:81:08:80:68;6c:3e:6d:08:55:09;0.381071
90:18:7c:10:76:61;60:33:4b:07:73:70;0.366100
7c:c5:37:09:84:03;d8:a2:5e:14:32:75;0.409348
7c:c5:37:09:84:03;24:ab:81:04:00:67;0.563605
7c:c5:37:09:84:03;88:c6:63:10:46:86;0.743395
7c:c5:37:09:84:03;58:b0:35:07:05:88;0.379316
7c:c5:37:09:84:03;70:56:81:08:83:79;0.563605
7c:c5:37:09:84:03;70:73:cb:08:89:57;0.379316
7c:c5:37:09:84:03;f0:b4:79:15:53:89;0.379316
7c:c5:37:09:84:03;28:37:37:04:09:35;0.508878
7c:c5:37:09:84:03;f8:1e:df:16:14:21;0.478743
7c:c5:37:09:84:03;f4:0b:93:15:94:28;0.478743
7c:c5:37:09:84:03;14:8f:c6:02:79:30;0.435362
7c:c5:37:09:84:03;08:d4:2b:01:95:46;0.606987
7c:c5:37:09:84:03;7c:c5:37:09:86:03;0.391749
7c:c5:37:09:84:03;00:c6:10:01:32:58;0.421810
7c:c5:37:09:84:03;64:b9:e8:08:12:38;0.686432
7c:c5:37:09:84:03;04:0c:ce:01:46:35;0.686432
7c:c5:37:09:84:03;cc:08:e0:13:51:18;0.298953
7c:c5:37:09:84:03;70:73:cb:08:86:73;0.379316
7c:c5:37:09:84:03;b8:c7:5d:12:68:56;0.515725
70:73:cb:08:88:79;d8:a2:5e:14:32:75;0.669317
70:73:cb:08:88:79;14:5a:05:02:59:47;0.363907
70:73:cb:08:88:79;24:ab:81:04:00:67;0.790770
70:73:cb:08:88:79;88:c6:63:10:46:86;0.357495
70:73:cb:08:88:79;40:a6:d9:05:55:81;0.480239
70:73:cb:08:88:79;60:33:4b:07:73:70;0.358786
70:73:cb:08:88:79;28:37:37:04:09:24;0.407559
70:73:cb:08:88:79;98:d6:bb:11:46:72;0.404961
70:73:cb:08:88:79;88:c6:63:10:47:19;0.532826
70:73:cb:08:88:79;f0:b4:79:15:53:89;0.360094
70:73:cb:08:88:79;28:37:37:04:09:35;0.363907
70:73:cb:08:88:79;7c:c5:37:09:86:03;0.361384
70:73:cb:08:88:79;40:a6:d9:05:54:51;0.411372
70:73:cb:08:88:79;64:b9:e8:08:12:38;0.485360
70:73:cb:08:88:79;04:0c:ce:01:46:35;0.410082
70:73:cb:08:88:79;70:56:81:08:80:04;0.410082
70:73:cb:08:88:79;70:73:cb:08:86:73;0.360094
70:73:cb:08:88:79;b8:c7:5d:12:68:56;0.535348
d8:a2:5e:14:32:75;14:5a:05:02:59:47;0.385264
d8:a2:5e:14:32:75;24:ab:81:04:00:67;0.669317
d8:a2:5e:14:32:75;58:b0:35:07:05:88;0.385264
d8:a2:5e:14:32:75;74:e2:f5:09:16:04;0.322679
d8:a2:5e:14:32:75;98:d6:bb:11:46:72;0.454715
d8:a2:5e:14:32:75;f0:b4:79:15:53:89;0.612934
d8:a2:5e:14:32:75;54:26:96:06:74:50;0.308091
d8:a2:5e:14:32:75;08:d4:2b:01:95:46;0.385264
d8:a2:5e:14:32:75;7c:c5:37:09:86:03;0.342335
d8:a2:5e:14:32:75;00:c6:10:01:32:58;0.385264
d8:a2:5e:14:32:75;40:a6:d9:05:54:51;0.431995
d8:a2:5e:14:32:75;64:b9:e8:08:12:38;0.409348
d8:a2:5e:14:32:75;04:0c:ce:01:46:35;0.555971
d8:a2:5e:14:32:75;cc:08:e0:13:51:18;0.454715
d8:a2:5e:14:32:75;70:73:cb:08:86:73;0.385264
d8:a2:5e:14:32:75;b8:c7:5d:12:68:56;0.432067
14:5a:05:02:59:47;40:d3:2d:05:78:50;0.407104
14:5a:05:02:59:47;88:c6:63:10:46:86;0.572841
14:5a:05:02:59:47;58:b0:35:07:05:88;0.385264
14:5a:05:02:59:47;60:21:c0:07:64:97;0.579296
14:5a:05:02:59:47;84:85:06:10:21:73;0.371281
14:5a:05:02:59:47;60:33:4b:07:73:70;0.498757
14:5a:05:02:59:47;70:73:cb:08:89:57;0.572841
14:5a:05:02:59:47;1c:69:a5:03:55:79;0.373491
14:5a:05:02:59:47;98:d6:bb:11:46:72;0.595489
14:5a:05:02:59:47;88:c6:63:10:47:19;0.366117
14:5a:05:02:59:47;f0:b4:79:15:53:89;0.385264
14:5a:05:02:59:47;28:37:37:04:09:35;0.622733
14:5a:05:02:59:47;7c:11:be:09:66:19;0.498757
14:5a:05:02:59:47;f8:1e:df:16:14:21;0.448865
14:5a:05:02:59:47;f4:0b:93:15:94:28;0.366117
14:5a:05:02:59:47;08:d4:2b:01:95:46;0.511450
14:5a:05:02:59:47;7c:c5:37:09:86:03;0.498757
14:5a:05:02:59:47;00:c6:10:01:32:58;0.517905
14:5a:05:02:59:47;40:a6:d9:05:54:51;0.386554
14:5a:05:02:59:47;64:b9:e8:08:12:38;0.509722
14:5a:05:02:59:47;04:0c:ce:01:46:35;0.517905
14:5a:05:02:59:47;70:56:81:08:80:04;0.371281
14:5a:05:02:59:47;70:73:cb:08:86:73;0.644091
14:5a:05:02:59:47;b8:c7:5d:12:68:56;0.830748
24:ab:81:04:00:67;88:c6:63:10:46:86;0.379316
24:ab:81:04:00:67;d8:9e:3f:14:27:36;0.363552
24:ab:81:04:00:67;58:b0:35:07:05:88;0.649522
24:ab:81:04:00:67;60:21:c0:07:64:97;0.383933
24:ab:81:04:00:67;70:56:81:08:83:79;0.690466
24:ab:81:04:00:67;70:73:cb:08:89:57;1.155539
24:ab:81:04:00:67;18:e7:f4:03:45:73;0.522087
24:ab:81:04:00:67;98:d6:bb:11:46:72;0.400634
24:ab:81:04:00:67;88:c6:63:10:47:19;0.361030
24:ab:81:04:00:67;f0:b4:79:15:53:89;0.625682
24:ab:81:04:00:67;54:26:96:06:74:50;0.361030
24:ab:81:04:00:67;14:8f:c6:02:79:30;0.298953
24:ab:81:04:00:67;08:d4:2b:01:95:46;0.379316
24:ab:81:04:00:67;7c:c5:37:09:86:03;0.503655
24:ab:81:04:00:67;00:c6:10:01:32:58;0.490413
24:ab:81:04:00:67;64:b9:e8:08:12:38;0.500770
24:ab:81:04:00:67;18:e7:f4:03:46:23;0.381411
24:ab:81:04:00:67;04:0c:ce:01:46:35;0.506177
24:ab:81:04:00:67;cc:08:e0:13:51:18;0.298953
24:ab:81:04:00:67;70:73:cb:08:86:73;0.500770
24:ab:81:04:00:67;18:20:32:02:97:34;0.361030
24:ab:81:04:00:67;b8:c7:5d:12:68:56;0.379316
40:d3:2d:05:78:50;88:c6:63:10:46:86;0.369928
40:d3:2d:05:78:50;58:b0:35:07:05:88;0.406581
40:d3:2d:05:78:50;74:e2:f5:09:16:04;0.393572
40:d3:2d:05:78:50;60:33:4b:07:73:70;0.378812
40:d3:2d:05:78:50;70:73:cb:08:89:57;0.415166
40:d3:2d:05:78:50;98:d6:bb:11:46:72;0.525436
40:d3:2d:05:78:50;28:37:37:04:09:35;0.429926
40:d3:2d:05:78:50;f4:0b:93:15:94:28;0.396366
40:d3:2d:05:78:50;14:8f:c6:02:79:30;0.516552
40:d3:2d:05:78:50;08:d4:2b:01:95:46;0.421341
40:d3:2d:05:78:50;40:a6:d9:05:54:51;0.561790
40:d3:2d:05:78:50;64:b9:e8:08:12:38;0.396889
40:d3:2d:05:78:50;18:e7:f4:03:46:23;0.396366
40:d3:2d:05:78:50;04:0c:ce:01:46:35;0.397697
40:d3:2d:05:78:50;b8:c7:5d:12:68:56;0.406282
88:c6:63:10:46:86;58:b0:35:07:05:88;0.379316
88:c6:63:10:46:86;60:21:c0:07:64:97;0.446655
88:c6:63:10:46:86;70:56:81:08:83:79;0.379316
88:c6:63:10:46:86;60:33:4b:07:73:70;0.493471
88:c6:63:10:46:86;70:73:cb:08:89:57;0.713517
88:c6:63:10:46:86;1c:69:a5:03:55:79;0.374617
88:c6:63:10:46:86;98:d6:bb:11:46:72;0.708396
88:c6:63:10:46:86;f0:b4:79:15:53:89;0.379316
88:c6:63:10:46:86;28:37:37:04:09:35;0.364826
88:c6:63:10:46:86;7c:11:be:09:66:19;0.374617
88:c6:63:10:46:86;f8:1e:df:16:14:21;0.812944
88:c6:63:10:46:86;f4:0b:93:15:94:28;0.604929
88:c6:63:10:46:86;14:8f:c6:02:79:30;0.369928
88:c6:63:10:46:86;08:d4:2b:01:95:46;0.733173
88:c6:63:10:46:86;7c:c5:37:09:86:03;0.517935
88:c6:63:10:46:86;00:c6:10:01:32:58;0.372406
88:c6:63:10:46:86;64:b9:e8:08:12:38;0.515725
88:c6:63:10:46:86;04:0c:ce:01:46:35;0.515725
88:c6:63:10:46:86;70:73:cb:08:86:73;0.505502
88:c6:63:10:46:86;b8:c7:5d:12:68:56;0.849926
d8:9e:3f:14:27:36;58:b0:35:07:05:88;0.363552
d8:9e:3f:14:27:36;f0:b4:79:15:53:89;0.363552
d8:9e:3f:14:27:36;00:c6:10:01:32:58;0.363552
58:b0:35:07:05:88;60:21:c0:07:64:97;0.383933
58:b0:35:07:05:88;70:56:81:08:83:79;0.379316
58:b0:35:07:05:88;d8:9e:3f:14:19:73;0.441010
58:b0:35:07:05:88;84:85:06:10:21:73;0.396373
58:b0:35:07:05:88;70:73:cb:08:89:57;0.524609
58:b0:35:07:05:88;18:e7:f4:03:45:73;0.400634
58:b0:35:07:05:88;98:d6:bb:11:46:72;0.547257
58:b0:35:07:05:88;f0:b4:79:15:53:89;0.650852
58:b0:35:07:05:88;28:e7:cf:04:38:79;0.430129
58:b0:35:07:05:88;f8:1e:df:16:14:21;0.408190
58:b0:35:07:05:88;54:26:96:06:74:50;0.502226
58:b0:35:07:05:88;14:8f:c6:02:79:30;0.419021
58:b0:35:07:05:88;08:d4:2b:01:95:46;0.525940
58:b0:35:07:05:88;00:c6:10:01:32:58;0.510176
58:b0:35:07:05:88;40:a6:d9:05:54:51;0.722046
58:b0:35:07:05:88;64:b9:e8:08:12:38;0.379316
58:b0:35:07:05:88;04:0c:ce:01:46:35;0.694553
58:b0:35:07:05:88;cc:08:e0:13:51:18;0.419021
58:b0:35:07:05:88;70:73:cb:08:86:73;0.525940
58:b0:35:07:05:88;18:20:32:02:97:34;0.386200
58:b0:35:07:05:88;b8:c7:5d:12:68:56;0.379316
f0:dc:e2:15:86:79;b8:c7:5d:12:68:56;0.411577
74:e2:f5:09:16:04;60:33:4b:07:73:70;0.352314
74:e2:f5:09:16:04;14:8f:c6:02:79:30;0.448858
f0:b4:79:15:55:02;04:0c:ce:01:46:35;0.395346
f0:b4:79:15:55:02;6c:3e:6d:08:55:09;0.395346
60:21:c0:07:64:97;84:85:06:10:21:73;0.371281
60:21:c0:07:64:97;60:33:4b:07:73:70;0.392598
60:21:c0:07:64:97;70:73:cb:08:89:57;0.591948
60:21:c0:07:64:97;98:d6:bb:11:46:72;0.467972
60:21:c0:07:64:97;28:37:37:04:09:35;0.371281
60:21:c0:07:64:97;f8:1e:df:16:14:21;0.322679
60:21:c0:07:64:97;7c:c5:37:09:86:03;0.747305
60:21:c0:07:64:97;00:c6:10:01:32:58;0.371281
60:21:c0:07:64:97;64:b9:e8:08:12:38;0.869570
60:21:c0:07:64:97;04:0c:ce:01:46:35;0.871281
60:21:c0:07:64:97;70:56:81:08:80:04;0.371281
60:21:c0:07:64:97;70:73:cb:08:86:73;0.371281
60:21:c0:07:64:97;54:26:96:06:79:10;0.415694
60:21:c0:07:64:97;b8:c7:5d:12:68:56;0.579296
70:56:81:08:83:79;70:73:cb:08:89:57;0.379316
70:56:81:08:83:79;f0:b4:79:15:53:89;0.379316
70:56:81:08:83:79;14:8f:c6:02:79:30;0.298953
70:56:81:08:83:79;08:d4:2b:01:95:46;0.379316
70:56:81:08:83:79;7c:c5:37:09:86:03;0.382202
70:56:81:08:83:79;00:c6:10:01:32:58;0.365501
70:56:81:08:83:79;64:b9:e8:08:12:38;0.379316
70:56:81:08:83:79;04:0c:ce:01:46:35;0.506177
70:56:81:08:83:79;cc:08:e0:13:51:18;0.298953
70:56:81:08:83:79;70:73:cb:08:86:73;0.379316
70:56:81:08:83:79;b8:c7:5d:12:68:56;0.379316
d8:9e:3f:14:19:73;54:26:96:06:74:50;0.488232
d8:9e:3f:14:19:73;3c:e0:72:05:41:17;0.314664
84:85:06:10:21:73;28:37:37:04:09:35;0.371281
84:85:06:10:21:73;00:c6:10:01:32:58;0.371281
84:85:06:10:21:73;04:0c:ce:01:46:35;0.371281
84:85:06:10:21:73;70:56:81:08:80:04;0.371281
84:85:06:10:21:73;70:73:cb:08:86:73;0.371281
84:85:06:10:21:73;b8:c7:5d:12:68:56;0.371281
8c:7b:9d:10:65:11;7c:c5:37:09:86:03;0.372526
8c:7b:9d:10:65:11;64:b9:e8:08:12:38;0.372526
8c:7b:9d:10:65:11;18:e7:f4:03:46:23;0.372526
8c:7b:9d:10:65:11;6c:3e:6d:08:55:09;0.306623
40:a6:d9:05:55:81;60:33:4b:07:73:70;0.358786
40:a6:d9:05:55:81;88:c6:63:10:47:19;0.361384
40:a6:d9:05:55:81;54:26:96:06:74:50;0.359685
40:a6:d9:05:55:81;7c:c5:37:09:86:03;0.361384
40:a6:d9:05:55:81;64:b9:e8:08:12:38;0.361384
60:33:4b:07:73:70;70:73:cb:08:89:57;0.386143
60:33:4b:07:73:70;1c:69:a5:03:55:79;0.507257
60:33:4b:07:73:70;d4:20:6d:13:89:54;0.381071
60:33:4b:07:73:70;98:d6:bb:11:46:72;0.504998
60:33:4b:07:73:70;88:c6:63:10:47:19;0.366117
60:33:4b:07:73:70;18:9e:fc:03:32:05;0.381071
60:33:4b:07:73:70;1c:b0:94:03:61:12;0.381071
60:33:4b:07:73:70;bc:52:b7:12:97:35;0.381071
60:33:4b:07:73:70;28:37:37:04:09:35;0.498757
60:33:4b:07:73:70;7c:11:be:09:66:19;0.632524
60:33:4b:07:73:70;f4:0b:93:15:94:28;0.511410
60:33:4b:07:73:70;7c:c5:37:09:86:03;0.498757
60:33:4b:07:73:70;00:c6:10:01:32:58;0.381071
60:33:4b:07:73:70;40:a6:d9:05:54:51;0.385224
60:33:4b:07:73:70;70:73:cb:08:86:73;0.373491
60:33:4b:07:73:70;6c:3e:6d:08:55:09;0.381071
60:33:4b:07:73:70;b8:c7:5d:12:68:56;0.498757
70:73:cb:08:89:57;18:e7:f4:03:45:73;0.400634
70:73:cb:08:89:57;98:d6:bb:11:46:72;0.734834
70:73:cb:08:89:57;88:c6:63:10:47:19;0.396059
70:73:cb:08:89:57;f0:b4:79:15:53:89;0.379316
70:73:cb:08:89:57;28:37:37:04:09:35;0.520035
70:73:cb:08:89:57;f8:1e:df:16:14:21;0.448865
70:73:cb:08:89:57;f4:0b:93:15:94:28;0.386143
70:73:cb:08:89:57;08:d4:2b:01:95:46;0.505502
70:73:cb:08:89:57;7c:c5:37:09:86:03;0.381527
70:73:cb:08:89:57;40:a6:d9:05:54:51;0.415166
70:73:cb:08:89:57;64:b9:e8:08:12:38;0.379316
70:73:cb:08:89:57;04:0c:ce:01:46:35;0.379316
70:73:cb:08:89:57;70:56:81:08:80:04;0.393849
70:73:cb:08:89:57;3c:e0:72:05:41:17;0.410549
70:73:cb:08:89:57;70:73:cb:08:86:73;0.505502
70:73:cb:08:89:57;b8:c7:5d:12:68:56;0.868726
28:37:37:04:09:24;88:c6:63:10:47:19;0.407559
28:37:37:04:09:24;64:b9:e8:08:12:38;2.236118
1c:69:a5:03:55:79;d4:20:6d:13:89:54;0.381071
1c:69:a5:03:55:79;18:9e:fc:03:32:05;0.381071
1c:69:a5:03:55:79;1c:b0:94:03:61:12;0.381071
1c:69:a5:03:55:79;bc:52:b7:12:97:35;0.381071
1c:69:a5:03:55:79;28:37:37:04:09:35;0.373491
1c:69:a5:03:55:79;7c:11:be:09:66:19;0.507257
1c:69:a5:03:55:79;7c:c5:37:09:86:03;0.373491
1c:69:a5:03:55:79;00:c6:10:01:32:58;0.381071
1c:69:a5:03:55:79;70:73:cb:08:86:73;0.373491
1c:69:a5:03:55:79;6c:3e:6d:08:55:09;0.381071
1c:69:a5:03:55:79;b8:c7:5d:12:68:56;0.373491
d4:20:6d:13:89:54;18:9e:fc:03:32:05;0.381071
d4:20:6d:13:89:54;1c:b0:94:03:61:12;0.381071
d4:20:6d:13:89:54;bc:52:b7:12:97:35;0.381071
d4:20:6d:13:89:54;7c:11:be:09:66:19;0.381071
d4:20:6d:13:89:54;00:c6:10:01:32:58;0.381071
d4:20:6d:13:89:54;6c:3e:6d:08:55:09;0.381071
18:e7:f4:03:45:73;98:d6:bb:11:46:72;0.400634
18:e7:f4:03:45:73;f0:b4:79:15:53:89;0.376794
18:e7:f4:03:45:73;7c:c5:37:09:86:03;0.376794
18:e7:f4:03:45:73;64:b9:e8:08:12:38;0.376794
18:e7:f4:03:45:73;18:e7:f4:03:46:23;0.381411
18:e7:f4:03:45:73;70:73:cb:08:86:73;0.376794
98:d6:bb:11:46:72;88:c6:63:10:47:19;0.412292
98:d6:bb:11:46:72;6c:c2:6b:08:67:72;0.433519
98:d6:bb:11:46:72;f0:b4:79:15:53:89;0.401964
98:d6:bb:11:46:72;f8:1e:df:16:14:21;0.448865
98:d6:bb:11:46:72;54:26:96:06:74:50;0.308091
98:d6:bb:11:46:72;7c:c5:37:09:88:25;0.314664
98:d6:bb:11:46:72;f4:0b:93:15:94:28;0.386143
98:d6:bb:11:46:72;14:8f:c6:02:79:30;0.380143
98:d6:bb:11:46:72;08:d4:2b:01:95:46;0.528150
98:d6:bb:11:46:72;7c:c5:37:09:86:03;0.381527
98:d6:bb:11:46:72;40:a6:d9:05:54:51;0.578023
98:d6:bb:11:46:72;18:e7:f4:03:46:23;0.419529
98:d6:bb:11:46:72;04:0c:ce:01:46:35;0.573406
98:d6:bb:11:46:72;cc:08:e0:13:51:18;0.454715
98:d6:bb:11:46:72;70:73:cb:08:86:73;0.528150
98:d6:bb:11:46:72;04:54:53:01:65:57;0.327410
98:d6:bb:11:46:72;b8:c7:5d:12:68:56;0.954409
88:c6:63:10:47:19;f0:b4:79:15:53:89;0.361030
88:c6:63:10:47:19;28:37:37:04:09:35;0.521325
88:c6:63:10:47:19;7c:11:be:09:66:19;0.366117
88:c6:63:10:47:19;f8:1e:df:16:14:21;0.365763
88:c6:63:10:47:19;54:26:96:06:74:50;0.361030
88:c6:63:10:47:19;f4:0b:93:15:94:28;0.366117
88:c6:63:10:47:19;7c:c5:37:09:86:03;0.487570
88:c6:63:10:47:19;40:a6:d9:05:54:51;0.566581
88:c6:63:10:47:19;64:b9:e8:08:12:38;0.361384
88:c6:63:10:47:19;70:56:81:08:80:04;0.441315
88:c6:63:10:47:19;70:73:cb:08:86:73;0.362304
88:c6:63:10:47:19;18:20:32:02:97:34;0.361030
88:c6:63:10:47:19;b8:c7:5d:12:68:56;0.692767
18:9e:fc:03:32:05;1c:b0:94:03:61:12;0.381071
18:9e:fc:03:32:05;bc:52:b7:12:97:35;0.381071
18:9e:fc:03:32:05;7c:11:be:09:66:19;0.381071
18:9e:fc:03:32:05;00:c6:10:01:32:58;0.381071
18:9e:fc:03:32:05;04:0c:ce:01:46:35;0.415918
18:9e:fc:03:32:05;6c:3e:6d:08:55:09;0.381071
18:9e:fc:03:32:05;14:5a:05:02:55:92;0.377314
ec:35:86:15:30:97;7c:11:be:09:66:19;0.527374
6c:c2:6b:08:67:72;7c:c5:37:09:88:25;0.314664
6c:c2:6b:08:67:72;6c:3e:6d:08:55:09;0.745594
f0:b4:79:15:53:89;54:26:96:06:74:50;0.361030
f0:b4:79:15:53:89;08:d4:2b:01:95:46;0.525940
f0:b4:79:15:53:89;7c:c5:37:09:86:03;0.604464
f0:b4:79:15:53:89;00:c6:10:01:32:58;0.510176
f0:b4:79:15:53:89;64:b9:e8:08:12:38;0.500770
f0:b4:79:15:53:89;04:0c:ce:01:46:35;0.525940
f0:b4:79:15:53:89;70:73:cb:08:86:73;0.647393
f0:b4:79:15:53:89;18:20:32:02:97:34;0.507654
f0:b4:79:15:53:89;b8:c7:5d:12:68:56;0.379316
1c:b0:94:03:61:12;bc:52:b7:12:97:35;0.381071
1c:b0:94:03:61:12;7c:11:be:09:66:19;0.381071
1c:b0:94:03:61:12;00:c6:10:01:32:58;0.381071
1c:b0:94:03:61:12;6c:3e:6d:08:55:09;0.381071
28:e7:cf:04:38:79;40:a6:d9:05:54:51;0.430129
bc:52:b7:12:97:35;7c:11:be:09:66:19;0.381071
bc:52:b7:12:97:35;00:c6:10:01:32:58;0.381071
bc:52:b7:12:97:35;6c:3e:6d:08:55:09;0.381071
28:37:37:04:09:35;7c:11:be:09:66:19;0.498757
28:37:37:04:09:35;f4:0b:93:15:94:28;0.366117
28:37:37:04:09:35;08:d4:2b:01:95:46;0.524879
28:37:37:04:09:35;7c:c5:37:09:86:03;0.498757
28:37:37:04:09:35;00:c6:10:01:32:58;0.371281
28:37:37:04:09:35;40:a6:d9:05:54:51;0.395139
28:37:37:04:09:35;64:b9:e8:08:12:38;0.363907
28:37:37:04:09:35;04:0c:ce:01:46:35;0.371281
28:37:37:04:09:35;70:56:81:08:80:04;0.526490
28:37:37:04:09:35;70:73:cb:08:86:73;0.497467
28:37:37:04:09:35;b8:c7:5d:12:68:56;0.777942
7c:11:be:09:66:19;f4:0b:93:15:94:28;0.366117
7c:11:be:09:66:19;7c:c5:37:09:86:03;0.498757
7c:11:be:09:66:19;00:c6:10:01:32:58;0.381071
7c:11:be:09:66:19;70:73:cb:08:86:73;0.373491
7c:11:be:09:66:19;18:20:32:02:97:34;0.470872
7c:11:be:09:66:19;6c:3e:6d:08:55:09;0.381071
7c:11:be:09:66:19;b8:c7:5d:12:68:56;0.498757
f8:1e:df:16:14:21;f4:0b:93:15:94:28;0.604929
f8:1e:df:16:14:21;08:d4:2b:01:95:46;0.468521
f8:1e:df:16:14:21;7c:c5:37:09:86:03;0.377259
f8:1e:df:16:14:21;04:0c:ce:01:46:35;0.419686
f8:1e:df:16:14:21;b8:c7:5d:12:68:56;0.585274
